date,platform,product_id,category,state,sales,quantity
2023-10-02,Meesho,M3146,Grocery,Gujarat,1288,4
2023-10-02,Meesho,M3521,Grocery,Haryana,1412,2
2023-10-02,Meesho,M1067,Clothes,Maharashtra,2632,4
2023-10-02,Meesho,M6553,Clothes,Tamil Nadu,876,4
2023-10-02,Meesho,M6924,Electronics,Tamil Nadu,865,5
2023-10-02,Meesho,M9505,Clothes,Bihar,3290,5
2023-10-02,Meesho,M9286,Grocery,Punjab,686,2
2023-10-02,Meesho,M2778,Home Decor,Jharkhand,530,2
2023-10-02,Meesho,M4356,Home Decor,Karnataka,2928,4
2023-10-02,Meesho,M4406,Clothes,Kerala,2860,4
2023-10-02,Meesho,M6791,Accessories,Odisha,678,1
2023-10-02,Meesho,M2611,Accessories,Chhattisgarh,578,2
2023-10-02,Meesho,M2361,Electronics,Gujarat,647,1
2023-10-02,Meesho,M5588,Accessories,Chhattisgarh,1144,2
2023-10-02,Meesho,M7300,Electronics,Bihar,357,1
2023-10-02,Meesho,M7271,Accessories,Haryana,1222,2
2023-10-02,Meesho,M3079,Electronics,Bihar,2150,5
2023-10-02,Meesho,M3417,Accessories,Delhi,1676,2
2023-10-02,Meesho,M3206,Home Decor,Punjab,547,1
2023-10-02,Meesho,M9560,Electronics,Tamil Nadu,404,1
2023-10-02,Meesho,M7080,Accessories,Karnataka,2780,5
2023-10-02,Meesho,M4812,Electronics,Karnataka,1376,2
2023-10-02,Meesho,M9734,Home Decor,Delhi,418,1
2023-10-02,Meesho,M7158,Accessories,Madhya Pradesh,2104,4
2023-10-02,Meesho,M7770,Grocery,Maharashtra,2148,3
2023-10-02,Meesho,M8736,Home Decor,Karnataka,3810,5
2023-10-02,Meesho,M2355,Home Decor,Karnataka,2520,4
2023-10-02,Meesho,M9474,Accessories,Gujarat,926,2
2023-10-02,Meesho,M7145,Electronics,Punjab,1518,2
2023-10-02,Meesho,M4535,Home Decor,Bihar,456,1
2023-10-02,Meesho,M6105,Grocery,West Bengal,362,1
2023-10-02,Meesho,M3235,Electronics,Andhra Pradesh,982,2
2023-10-02,Meesho,M9498,Electronics,Uttarakhand,1593,3
2023-10-02,Meesho,M8384,Electronics,Madhya Pradesh,129,1
2023-10-02,Meesho,M8626,Clothes,Assam,590,5
2023-10-02,Meesho,M6171,Home Decor,Andhra Pradesh,525,3
2023-10-02,Meesho,M8458,Accessories,Uttarakhand,2373,3
2023-10-03,Meesho,M9156,Accessories,Maharashtra,244,2
2023-10-03,Meesho,M8499,Electronics,Maharashtra,3945,5
2023-10-03,Meesho,M6884,Electronics,Karnataka,1608,4
2023-10-03,Meesho,M2961,Clothes,Gujarat,2778,3
2023-10-03,Meesho,M9214,Home Decor,Jharkhand,163,1
2023-10-03,Meesho,M3966,Grocery,Tamil Nadu,1110,2
2023-10-03,Meesho,M1654,Electronics,Jharkhand,1444,2
2023-10-03,Meesho,M6302,Accessories,Andhra Pradesh,2538,3
2023-10-03,Meesho,M2834,Clothes,Assam,704,4
2023-10-03,Meesho,M9117,Clothes,Assam,2800,5
2023-10-03,Meesho,M4755,Accessories,Gujarat,568,2
2023-10-03,Meesho,M6976,Electronics,Assam,4140,5
2023-10-03,Meesho,M4273,Clothes,Tamil Nadu,1508,4
2023-10-03,Meesho,M7961,Home Decor,Telangana,1728,2
2023-10-03,Meesho,M7043,Home Decor,Odisha,958,2
2023-10-03,Meesho,M1240,Grocery,West Bengal,2905,5
2023-10-03,Meesho,M8660,Home Decor,Karnataka,1470,2
2023-10-03,Meesho,M5528,Electronics,Delhi,922,2
2023-10-03,Meesho,M6520,Accessories,Tamil Nadu,402,1
2023-10-03,Meesho,M3481,Electronics,Karnataka,2180,5
2023-10-04,Meesho,M4661,Electronics,Odisha,1040,4
2023-10-04,Meesho,M7848,Electronics,Chhattisgarh,3616,4
2023-10-04,Meesho,M3972,Clothes,Madhya Pradesh,4240,5
2023-10-04,Meesho,M7569,Grocery,Tamil Nadu,825,1
2023-10-04,Meesho,M8221,Accessories,West Bengal,2752,4
2023-10-04,Meesho,M1560,Clothes,Uttarakhand,1521,3
2023-10-04,Meesho,M3384,Home Decor,Maharashtra,302,2
2023-10-04,Meesho,M9542,Electronics,Kerala,1680,4
2023-10-04,Meesho,M5281,Clothes,Bihar,609,3
2023-10-04,Meesho,M5142,Electronics,Maharashtra,2763,3
2023-10-04,Meesho,M9338,Home Decor,Andhra Pradesh,4455,5
2023-10-04,Meesho,M5064,Home Decor,Assam,2940,4
2023-10-04,Meesho,M6323,Accessories,Telangana,1364,2
2023-10-04,Meesho,M7168,Accessories,Chhattisgarh,531,1
2023-10-04,Meesho,M3264,Electronics,Odisha,4240,5
2023-10-04,Meesho,M5136,Home Decor,Karnataka,637,1
2023-10-04,Meesho,M2838,Grocery,Bihar,714,3
2023-10-04,Meesho,M5316,Clothes,Madhya Pradesh,804,4
2023-10-04,Meesho,M5764,Electronics,Tamil Nadu,1372,4
2023-10-04,Meesho,M7791,Accessories,Andhra Pradesh,630,2
2023-10-04,Meesho,M2078,Accessories,Assam,3665,5
2023-10-04,Meesho,M7395,Clothes,Punjab,1154,2
2023-10-04,Meesho,M2212,Accessories,Delhi,540,5
2023-10-04,Meesho,M9036,Accessories,Maharashtra,351,1
2023-10-04,Meesho,M9494,Clothes,Rajasthan,2720,5
2023-10-04,Meesho,M2801,Clothes,Delhi,4495,5
2023-10-04,Meesho,M7766,Home Decor,Odisha,674,1
2023-10-04,Meesho,M1719,Clothes,Telangana,665,5
2023-10-04,Meesho,M6571,Electronics,Chhattisgarh,116,1
2023-10-04,Meesho,M7620,Accessories,Assam,1692,2
2023-10-04,Meesho,M4591,Grocery,Assam,3200,5
2023-10-04,Meesho,M1854,Electronics,Telangana,326,2
2023-10-04,Meesho,M7642,Accessories,Jharkhand,1446,3
2023-10-04,Meesho,M7883,Accessories,Odisha,1730,5
2023-10-04,Meesho,M5110,Accessories,Uttarakhand,4935,5
2023-10-04,Meesho,M2031,Clothes,Bihar,1258,2
2023-10-04,Meesho,M8557,Home Decor,Karnataka,279,1
2023-10-04,Meesho,M8403,Clothes,Telangana,2012,4
2023-10-04,Meesho,M2965,Electronics,Bihar,1593,3
2023-10-04,Meesho,M5645,Accessories,Maharashtra,480,1
2023-10-05,Meesho,M7344,Grocery,Chhattisgarh,3545,5
2023-10-05,Meesho,M7035,Home Decor,Delhi,818,2
2023-10-05,Meesho,M4710,Electronics,Chhattisgarh,2445,3
2023-10-05,Meesho,M4175,Electronics,Assam,756,2
2023-10-05,Meesho,M9115,Home Decor,Punjab,812,1
2023-10-05,Meesho,M2470,Grocery,Punjab,3560,5
2023-10-05,Meesho,M2038,Clothes,Madhya Pradesh,1362,2
2023-10-05,Meesho,M2046,Clothes,Delhi,2480,5
2023-10-05,Meesho,M4381,Accessories,Kerala,1440,5
2023-10-05,Meesho,M7963,Grocery,Delhi,4870,5
2023-10-05,Meesho,M2039,Clothes,Karnataka,585,1
2023-10-05,Meesho,M3838,Home Decor,Haryana,4980,5
2023-10-05,Meesho,M4651,Electronics,Rajasthan,477,1
2023-10-05,Meesho,M3331,Accessories,Chhattisgarh,924,4
2023-10-05,Meesho,M2004,Clothes,Odisha,4485,5
2023-10-05,Meesho,M1835,Grocery,Haryana,4235,5
2023-10-05,Meesho,M9401,Electronics,West Bengal,1542,2
2023-10-05,Meesho,M2464,Electronics,Maharashtra,3275,5
2023-10-05,Meesho,M9499,Accessories,Maharashtra,4505,5
2023-10-05,Meesho,M2791,Clothes,Delhi,276,1
2023-10-05,Meesho,M5214,Accessories,Karnataka,1566,2
2023-10-05,Meesho,M8828,Home Decor,Tamil Nadu,3484,4
2023-10-05,Meesho,M1267,Electronics,Delhi,732,1
2023-10-05,Meesho,M1206,Clothes,Telangana,801,3
2023-10-05,Meesho,M2055,Accessories,Andhra Pradesh,753,1
2023-10-05,Meesho,M8424,Grocery,Chhattisgarh,1204,4
2023-10-05,Meesho,M8862,Grocery,Uttar Pradesh,2608,4
2023-10-05,Meesho,M4226,Grocery,Karnataka,997,1
2023-10-05,Meesho,M4885,Electronics,Tamil Nadu,695,1
2023-10-05,Meesho,M6545,Accessories,Uttarakhand,2964,3
2023-10-05,Meesho,M5051,Electronics,Punjab,1200,5
2023-10-05,Meesho,M4948,Grocery,Uttar Pradesh,1587,3
2023-10-05,Meesho,M9594,Electronics,Delhi,3130,5
2023-10-05,Meesho,M5499,Grocery,Karnataka,1656,4
2023-10-05,Meesho,M6287,Home Decor,Maharashtra,1420,4
2023-10-05,Meesho,M6621,Electronics,Uttar Pradesh,2540,4
2023-10-05,Meesho,M5865,Electronics,Uttar Pradesh,4430,5
2023-10-05,Meesho,M4788,Clothes,Punjab,1137,3
2023-10-05,Meesho,M2706,Home Decor,Maharashtra,1220,2
2023-10-06,Meesho,M5694,Accessories,Jharkhand,1974,3
2023-10-06,Meesho,M3455,Electronics,Punjab,3525,5
2023-10-06,Meesho,M5400,Grocery,Rajasthan,483,1
2023-10-06,Meesho,M2365,Accessories,Bihar,3792,4
2023-10-06,Meesho,M8340,Grocery,Maharashtra,440,1
2023-10-06,Meesho,M5029,Home Decor,West Bengal,2656,4
2023-10-06,Meesho,M4035,Electronics,Punjab,2996,4
2023-10-06,Meesho,M3878,Grocery,Telangana,4785,5
2023-10-06,Meesho,M4230,Grocery,Gujarat,2724,4
2023-10-06,Meesho,M4337,Home Decor,Delhi,1782,2
2023-10-06,Meesho,M2518,Accessories,Andhra Pradesh,292,2
2023-10-06,Meesho,M2090,Electronics,Rajasthan,1096,4
2023-10-06,Meesho,M1141,Accessories,Chhattisgarh,2676,3
2023-10-06,Meesho,M9290,Accessories,Uttarakhand,204,1
2023-10-06,Meesho,M2833,Home Decor,West Bengal,1594,2
2023-10-06,Meesho,M9762,Grocery,Tamil Nadu,1332,3
2023-10-06,Meesho,M2170,Grocery,Chhattisgarh,680,5
2023-10-06,Meesho,M3905,Grocery,Kerala,1995,3
2023-10-06,Meesho,M5598,Electronics,Tamil Nadu,2901,3
2023-10-06,Meesho,M9230,Clothes,Odisha,163,1
2023-10-07,Meesho,M3462,Clothes,Gujarat,1536,3
2023-10-07,Meesho,M9061,Accessories,Haryana,2664,4
2023-10-07,Meesho,M9674,Home Decor,Haryana,2337,3
2023-10-07,Meesho,M1550,Clothes,Gujarat,2145,5
2023-10-07,Meesho,M7414,Clothes,Bihar,1836,4
2023-10-07,Meesho,M9623,Accessories,Tamil Nadu,3845,5
2023-10-07,Meesho,M7945,Clothes,Tamil Nadu,1236,2
2023-10-07,Meesho,M9683,Accessories,Gujarat,1780,4
2023-10-07,Meesho,M2283,Home Decor,Punjab,2475,5
2023-10-07,Meesho,M4599,Electronics,Chhattisgarh,2830,5
2023-10-07,Meesho,M6146,Grocery,Maharashtra,3160,4
2023-10-07,Meesho,M3181,Grocery,Odisha,572,2
2023-10-07,Meesho,M2245,Grocery,Chhattisgarh,1695,5
2023-10-07,Meesho,M8471,Clothes,Bihar,828,4
2023-10-07,Meesho,M9210,Electronics,Delhi,2584,4
2023-10-07,Meesho,M1886,Accessories,Haryana,4755,5
2023-10-07,Meesho,M7148,Accessories,Uttarakhand,380,1
2023-10-07,Meesho,M7837,Clothes,West Bengal,2065,5
2023-10-07,Meesho,M4257,Accessories,Assam,166,1
2023-10-07,Meesho,M9542,Home Decor,Odisha,804,4
2023-10-07,Meesho,M2519,Grocery,Chhattisgarh,2631,3
2023-10-07,Meesho,M7395,Clothes,Assam,3644,4
2023-10-08,Meesho,M2898,Clothes,Assam,1674,2
2023-10-08,Meesho,M5244,Electronics,Delhi,603,1
2023-10-08,Meesho,M6219,Electronics,Haryana,3024,4
2023-10-08,Meesho,M6161,Home Decor,Jharkhand,720,5
2023-10-08,Meesho,M1207,Grocery,Uttar Pradesh,555,5
2023-10-08,Meesho,M8881,Clothes,Madhya Pradesh,3030,5
2023-10-08,Meesho,M8406,Home Decor,Uttarakhand,1404,4
2023-10-08,Meesho,M4997,Home Decor,Telangana,562,2
2023-10-08,Meesho,M5772,Accessories,Odisha,520,1
2023-10-08,Meesho,M7480,Home Decor,Karnataka,414,3
2023-10-08,Meesho,M2366,Clothes,Maharashtra,912,3
2023-10-08,Meesho,M3477,Electronics,Uttarakhand,3820,5
2023-10-08,Meesho,M8830,Grocery,Punjab,911,1
2023-10-08,Meesho,M4692,Home Decor,Jharkhand,3120,4
2023-10-08,Meesho,M8849,Accessories,Odisha,2517,3
2023-10-08,Meesho,M8209,Accessories,Madhya Pradesh,1252,4
2023-10-08,Meesho,M9843,Home Decor,Maharashtra,1800,2
2023-10-08,Meesho,M5623,Home Decor,Bihar,990,2
2023-10-08,Meesho,M3834,Grocery,West Bengal,306,2
2023-10-08,Meesho,M6228,Clothes,Karnataka,417,3
2023-10-08,Meesho,M6129,Grocery,Telangana,1011,3
2023-10-08,Meesho,M1012,Accessories,Rajasthan,1350,3
2023-10-08,Meesho,M5943,Clothes,Jharkhand,852,3
2023-10-08,Meesho,M4266,Accessories,Jharkhand,1230,2
2023-10-08,Meesho,M5850,Grocery,Chhattisgarh,4610,5
2023-10-08,Meesho,M8195,Clothes,Madhya Pradesh,960,2
2023-10-08,Meesho,M2816,Clothes,Andhra Pradesh,1530,2
2023-10-08,Meesho,M3354,Electronics,Telangana,3330,5
2023-10-08,Meesho,M4052,Grocery,Rajasthan,2896,4
2023-10-08,Meesho,M5668,Grocery,Jharkhand,2672,4
2023-10-09,Meesho,M3034,Electronics,Madhya Pradesh,1776,4
2023-10-09,Meesho,M4836,Accessories,Punjab,2432,4
2023-10-09,Meesho,M1413,Accessories,Jharkhand,777,1
2023-10-09,Meesho,M1272,Home Decor,Madhya Pradesh,2385,3
2023-10-09,Meesho,M2343,Grocery,Delhi,586,2
2023-10-09,Meesho,M8109,Home Decor,West Bengal,576,1
2023-10-09,Meesho,M9610,Home Decor,Uttar Pradesh,1300,4
2023-10-09,Meesho,M5448,Home Decor,Uttarakhand,1544,4
2023-10-09,Meesho,M9165,Home Decor,Karnataka,825,1
2023-10-09,Meesho,M2547,Accessories,Uttar Pradesh,4380,5
2023-10-09,Meesho,M3099,Clothes,Uttar Pradesh,1701,3
2023-10-09,Meesho,M9402,Accessories,Uttar Pradesh,4395,5
2023-10-09,Meesho,M6594,Electronics,West Bengal,1746,2
2023-10-09,Meesho,M9690,Electronics,Jharkhand,4805,5
2023-10-09,Meesho,M9912,Grocery,Chhattisgarh,1200,3
2023-10-09,Meesho,M3701,Clothes,Jharkhand,530,2
2023-10-09,Meesho,M7851,Grocery,Bihar,999,1
2023-10-09,Meesho,M8834,Clothes,Assam,4025,5
2023-10-09,Meesho,M5035,Accessories,Kerala,548,1
2023-10-09,Meesho,M3653,Accessories,Haryana,976,4
2023-10-09,Meesho,M7705,Clothes,Bihar,968,1
2023-10-09,Meesho,M4817,Grocery,Karnataka,1722,2
2023-10-09,Meesho,M7888,Home Decor,Madhya Pradesh,675,1
2023-10-09,Meesho,M2794,Accessories,Punjab,2277,3
2023-10-10,Meesho,M9789,Clothes,Uttar Pradesh,1064,4
2023-10-10,Meesho,M9055,Electronics,Punjab,513,3
2023-10-10,Meesho,M2013,Home Decor,Uttar Pradesh,1176,2
2023-10-10,Meesho,M9886,Accessories,Bihar,987,1
2023-10-10,Meesho,M2805,Grocery,Karnataka,1530,3
2023-10-10,Meesho,M3935,Electronics,Kerala,310,2
2023-10-10,Meesho,M1018,Electronics,Rajasthan,1596,2
2023-10-10,Meesho,M1104,Home Decor,Telangana,2784,4
2023-10-10,Meesho,M1900,Home Decor,Andhra Pradesh,3448,4
2023-10-10,Meesho,M6008,Electronics,Chhattisgarh,351,3
2023-10-10,Meesho,M7080,Accessories,Assam,3732,4
2023-10-10,Meesho,M2712,Accessories,Maharashtra,2706,3
2023-10-10,Meesho,M9415,Clothes,Bihar,852,1
2023-10-10,Meesho,M5775,Home Decor,Uttarakhand,753,3
2023-10-10,Meesho,M9259,Home Decor,Uttarakhand,4160,5
2023-10-10,Meesho,M9739,Grocery,Bihar,2508,3
2023-10-10,Meesho,M1044,Electronics,Gujarat,960,4
2023-10-10,Meesho,M5043,Home Decor,Kerala,284,2
2023-10-10,Meesho,M4208,Clothes,Karnataka,1170,2
2023-10-10,Meesho,M4230,Clothes,Uttar Pradesh,2001,3
2023-10-10,Meesho,M7364,Grocery,Karnataka,4795,5
2023-10-10,Meesho,M6914,Electronics,Kerala,298,1
2023-10-10,Meesho,M4119,Accessories,Kerala,234,2
2023-10-10,Meesho,M3959,Home Decor,Rajasthan,1340,4
2023-10-10,Meesho,M7387,Clothes,Karnataka,1850,5
2023-10-11,Meesho,M6937,Clothes,Telangana,456,3
2023-10-11,Meesho,M4124,Accessories,Delhi,660,2
2023-10-11,Meesho,M8740,Electronics,Uttarakhand,462,1
2023-10-11,Meesho,M2719,Clothes,Rajasthan,1995,5
2023-10-11,Meesho,M2863,Clothes,Punjab,2240,4
2023-10-11,Meesho,M1352,Grocery,West Bengal,551,1
2023-10-11,Meesho,M2974,Clothes,Kerala,2763,3
2023-10-11,Meesho,M1576,Accessories,Uttar Pradesh,572,2
2023-10-11,Meesho,M4537,Home Decor,Karnataka,1405,5
2023-10-11,Meesho,M1424,Electronics,Bihar,3472,4
2023-10-11,Meesho,M3983,Electronics,Delhi,2049,3
2023-10-11,Meesho,M7709,Home Decor,Uttarakhand,650,1
2023-10-11,Meesho,M9966,Accessories,Gujarat,2001,3
2023-10-11,Meesho,M4201,Grocery,Jharkhand,880,4
2023-10-11,Meesho,M7038,Electronics,Delhi,673,1
2023-10-11,Meesho,M8636,Grocery,Maharashtra,856,4
2023-10-11,Meesho,M1949,Home Decor,Karnataka,346,2
2023-10-11,Meesho,M1220,Grocery,Odisha,994,1
2023-10-11,Meesho,M2164,Accessories,Andhra Pradesh,1552,2
2023-10-11,Meesho,M9875,Grocery,Chhattisgarh,1544,4
2023-10-11,Meesho,M5363,Electronics,Maharashtra,2815,5
2023-10-11,Meesho,M7799,Home Decor,Haryana,1290,3
2023-10-11,Meesho,M4843,Grocery,Odisha,238,2
2023-10-12,Meesho,M4194,Electronics,Andhra Pradesh,1378,2
2023-10-12,Meesho,M5424,Accessories,Haryana,1578,3
2023-10-12,Meesho,M6330,Home Decor,Chhattisgarh,1320,4
2023-10-12,Meesho,M2202,Grocery,Tamil Nadu,840,5
2023-10-12,Meesho,M2668,Grocery,Punjab,759,1
2023-10-12,Meesho,M6076,Home Decor,Kerala,302,2
2023-10-12,Meesho,M3329,Home Decor,Rajasthan,1916,2
2023-10-12,Meesho,M6112,Grocery,Kerala,638,2
2023-10-12,Meesho,M1307,Clothes,Rajasthan,1250,5
2023-10-12,Meesho,M4621,Accessories,Bihar,1680,5
2023-10-12,Meesho,M1924,Electronics,Punjab,3630,5
2023-10-12,Meesho,M2594,Accessories,Assam,1764,2
2023-10-12,Meesho,M6192,Clothes,Madhya Pradesh,3108,4
2023-10-12,Meesho,M6750,Accessories,Jharkhand,441,3
2023-10-12,Meesho,M8226,Electronics,Maharashtra,688,4
2023-10-12,Meesho,M4881,Clothes,Telangana,366,1
2023-10-12,Meesho,M7977,Home Decor,Karnataka,1689,3
2023-10-12,Meesho,M4233,Clothes,Chhattisgarh,3750,5
2023-10-12,Meesho,M9933,Clothes,Uttar Pradesh,2526,3
2023-10-12,Meesho,M2597,Grocery,Chhattisgarh,1055,5
2023-10-13,Meesho,M9948,Electronics,Uttar Pradesh,3095,5
2023-10-13,Meesho,M4324,Clothes,Maharashtra,336,2
2023-10-13,Meesho,M1669,Home Decor,Tamil Nadu,4015,5
2023-10-13,Meesho,M4254,Grocery,Gujarat,3140,5
2023-10-13,Meesho,M4587,Grocery,Maharashtra,1287,3
2023-10-13,Meesho,M9280,Electronics,Bihar,1094,2
2023-10-13,Meesho,M1643,Electronics,Uttar Pradesh,2790,3
2023-10-13,Meesho,M6467,Accessories,Bihar,910,1
2023-10-13,Meesho,M3761,Clothes,Telangana,531,1
2023-10-13,Meesho,M6707,Grocery,Gujarat,1010,5
2023-10-13,Meesho,M7619,Electronics,Madhya Pradesh,224,2
2023-10-13,Meesho,M7350,Home Decor,Uttar Pradesh,996,1
2023-10-13,Meesho,M4935,Home Decor,Punjab,1086,2
2023-10-13,Meesho,M9872,Home Decor,Punjab,1131,3
2023-10-13,Meesho,M6520,Electronics,Punjab,1371,3
2023-10-13,Meesho,M9392,Home Decor,Chhattisgarh,2025,5
2023-10-13,Meesho,M9387,Home Decor,Jharkhand,430,1
2023-10-13,Meesho,M1151,Accessories,Rajasthan,1570,5
2023-10-13,Meesho,M3758,Accessories,Bihar,1412,4
2023-10-13,Meesho,M6169,Clothes,Haryana,1120,2
2023-10-13,Meesho,M9445,Clothes,Tamil Nadu,1212,4
2023-10-13,Meesho,M2006,Grocery,Delhi,1784,4
2023-10-13,Meesho,M5858,Clothes,Andhra Pradesh,721,1
2023-10-13,Meesho,M3332,Grocery,Odisha,226,1
2023-10-13,Meesho,M9591,Accessories,Uttar Pradesh,2904,4
2023-10-13,Meesho,M8215,Accessories,Maharashtra,370,2
2023-10-13,Meesho,M1583,Home Decor,Maharashtra,1600,2
2023-10-13,Meesho,M7676,Accessories,Rajasthan,1156,4
2023-10-13,Meesho,M3151,Electronics,Assam,1383,3
2023-10-13,Meesho,M4503,Grocery,Andhra Pradesh,2210,5
2023-10-13,Meesho,M1018,Electronics,Tamil Nadu,3248,4
2023-10-13,Meesho,M5564,Clothes,Maharashtra,750,2
2023-10-13,Meesho,M4697,Home Decor,Rajasthan,2540,4
2023-10-14,Meesho,M1918,Grocery,Assam,2628,3
2023-10-14,Meesho,M1326,Accessories,West Bengal,272,2
2023-10-14,Meesho,M6375,Accessories,Maharashtra,3756,4
2023-10-14,Meesho,M6555,Clothes,Telangana,2425,5
2023-10-14,Meesho,M5729,Clothes,Delhi,308,1
2023-10-14,Meesho,M7741,Grocery,Telangana,826,2
2023-10-14,Meesho,M5596,Electronics,Gujarat,101,1
2023-10-14,Meesho,M6886,Home Decor,Assam,1890,2
2023-10-14,Meesho,M3026,Accessories,Madhya Pradesh,1065,3
2023-10-14,Meesho,M6098,Grocery,Telangana,1242,2
2023-10-14,Meesho,M6663,Grocery,West Bengal,992,4
2023-10-14,Meesho,M2767,Accessories,Chhattisgarh,612,4
2023-10-14,Meesho,M5286,Clothes,Rajasthan,680,4
2023-10-14,Meesho,M2368,Grocery,Haryana,2160,5
2023-10-14,Meesho,M7036,Grocery,Telangana,2619,3
2023-10-14,Meesho,M2175,Home Decor,Kerala,4265,5
2023-10-14,Meesho,M3053,Clothes,West Bengal,2082,3
2023-10-14,Meesho,M2599,Accessories,Telangana,752,4
2023-10-14,Meesho,M3506,Grocery,Delhi,4085,5
2023-10-14,Meesho,M6747,Clothes,Telangana,1580,2
2023-10-14,Meesho,M3652,Grocery,Bihar,2709,3
2023-10-15,Meesho,M9647,Clothes,Haryana,894,3
2023-10-15,Meesho,M7488,Electronics,Odisha,1220,4
2023-10-15,Meesho,M8304,Home Decor,Haryana,735,1
2023-10-15,Meesho,M4754,Clothes,Uttarakhand,1855,5
2023-10-15,Meesho,M5327,Electronics,Punjab,1905,5
2023-10-15,Meesho,M1439,Grocery,Odisha,3172,4
2023-10-15,Meesho,M4853,Home Decor,Jharkhand,1770,3
2023-10-15,Meesho,M6992,Home Decor,Kerala,4100,5
2023-10-15,Meesho,M5611,Accessories,Bihar,786,3
2023-10-15,Meesho,M3010,Clothes,Odisha,1956,3
2023-10-15,Meesho,M2986,Clothes,Delhi,3252,4
2023-10-15,Meesho,M3032,Electronics,Jharkhand,3076,4
2023-10-15,Meesho,M3555,Home Decor,Karnataka,1563,3
2023-10-15,Meesho,M7998,Clothes,Tamil Nadu,2772,3
2023-10-15,Meesho,M9211,Electronics,Bihar,1848,3
2023-10-15,Meesho,M8966,Accessories,Andhra Pradesh,614,1
2023-10-15,Meesho,M8557,Home Decor,Haryana,3540,4
2023-10-15,Meesho,M6917,Grocery,Telangana,1260,5
2023-10-15,Meesho,M3996,Accessories,Rajasthan,435,3
2023-10-15,Meesho,M5327,Accessories,Uttar Pradesh,2450,5
2023-10-15,Meesho,M8293,Electronics,Delhi,859,1
2023-10-15,Meesho,M8771,Accessories,Maharashtra,506,2
2023-10-15,Meesho,M1379,Home Decor,Odisha,900,5
2023-10-15,Meesho,M3538,Electronics,Gujarat,1110,2
2023-10-15,Meesho,M3194,Accessories,Andhra Pradesh,1530,3
2023-10-15,Meesho,M8761,Electronics,Gujarat,1278,3
2023-10-15,Meesho,M4777,Accessories,Maharashtra,1455,3
2023-10-15,Meesho,M9708,Electronics,Karnataka,3085,5
2023-10-15,Meesho,M4539,Home Decor,Telangana,3200,4
2023-10-15,Meesho,M7458,Clothes,Haryana,339,3
2023-10-15,Meesho,M9481,Home Decor,Tamil Nadu,807,1
2023-10-15,Meesho,M5666,Accessories,West Bengal,1524,4
2023-10-15,Meesho,M5139,Electronics,Gujarat,1845,5
2023-10-15,Meesho,M9633,Electronics,Tamil Nadu,2448,3
2023-10-15,Meesho,M1564,Accessories,Chhattisgarh,4635,5
2023-10-15,Meesho,M5526,Accessories,Andhra Pradesh,1797,3
2023-10-16,Meesho,M8098,Electronics,Odisha,3384,4
2023-10-16,Meesho,M7491,Electronics,Punjab,1624,2
2023-10-16,Meesho,M5666,Grocery,Bihar,2616,4
