date,platform,product_id,category,state,sales,quantity
2023-10-09,Flipkart,F8491,Accessories,Haryana,1094,2
2023-10-09,Flipkart,F9191,Electronics,Kerala,345,3
2023-10-09,Flipkart,F5967,Clothes,Delhi,846,1
2023-10-09,Flipkart,F9365,Electronics,Maharashtra,948,4
2023-10-09,Flipkart,F7268,Clothes,Telangana,714,2
2023-10-09,Flipkart,F1783,Accessories,West Bengal,897,3
2023-10-09,Flipkart,F9733,Electronics,Jharkhand,2084,4
2023-10-09,Flipkart,F2358,Home Decor,Assam,2223,3
2023-10-09,Flipkart,F5300,Accessories,Andhra Pradesh,2388,4
2023-10-09,Flipkart,F7745,Grocery,Chhattisgarh,366,1
2023-10-09,Flipkart,F8694,Grocery,Punjab,657,1
2023-10-09,Flipkart,F8794,Accessories,Andhra Pradesh,768,2
2023-10-09,Flipkart,F3604,Home Decor,Uttarakhand,272,2
2023-10-09,Flipkart,F6499,Accessories,Bihar,669,3
2023-10-09,Flipkart,F8720,Accessories,Tamil Nadu,215,1
2023-10-09,Flipkart,F6927,Grocery,Uttar Pradesh,249,1
2023-10-09,Flipkart,F3711,Home Decor,Punjab,1562,2
2023-10-09,Flipkart,F7100,Electronics,Haryana,3800,4
2023-10-09,Flipkart,F6271,Home Decor,Punjab,2288,4
2023-10-09,Flipkart,F8243,Grocery,Jharkhand,2874,3
2023-10-09,Flipkart,F4470,Grocery,Chhattisgarh,520,5
2023-10-09,Flipkart,F7602,Home Decor,Uttarakhand,2172,3
2023-10-09,Flipkart,F9847,Home Decor,Kerala,796,2
2023-10-09,Flipkart,F4521,Accessories,Madhya Pradesh,230,2
2023-10-09,Flipkart,F1163,Electronics,Madhya Pradesh,2070,5
2023-10-09,Flipkart,F8007,Grocery,Kerala,1806,2
2023-10-09,Flipkart,F1983,Grocery,Chhattisgarh,2784,4
2023-10-09,Flipkart,F1193,Electronics,Bihar,992,4
2023-10-09,Flipkart,F7902,Grocery,Uttar Pradesh,3256,4
2023-10-09,Flipkart,F3518,Clothes,Telangana,807,1
2023-10-09,Flipkart,F5749,Home Decor,Jharkhand,1182,2
2023-10-09,Flipkart,F6474,Accessories,Chhattisgarh,2508,4
2023-10-09,Flipkart,F5128,Electronics,Bihar,1288,4
2023-10-09,Flipkart,F2853,Electronics,Chhattisgarh,718,1
2023-10-10,Flipkart,F5121,Grocery,Odisha,1912,2
2023-10-10,Flipkart,F7299,Home Decor,West Bengal,214,2
2023-10-10,Flipkart,F7608,Electronics,Uttar Pradesh,1966,2
2023-10-10,Flipkart,F9621,Home Decor,Odisha,2356,4
2023-10-10,Flipkart,F9310,Home Decor,Karnataka,462,1
2023-10-10,Flipkart,F3244,Grocery,Assam,1698,3
2023-10-10,Flipkart,F4211,Home Decor,Delhi,1085,5
2023-10-10,Flipkart,F2606,Grocery,Andhra Pradesh,906,1
2023-10-10,Flipkart,F1180,Accessories,West Bengal,2755,5
2023-10-10,Flipkart,F1677,Accessories,West Bengal,1530,3
2023-10-10,Flipkart,F2753,Clothes,Madhya Pradesh,432,4
2023-10-10,Flipkart,F3426,Home Decor,Andhra Pradesh,2499,3
2023-10-10,Flipkart,F4149,Accessories,Rajasthan,2145,3
2023-10-10,Flipkart,F5195,Clothes,Uttar Pradesh,812,4
2023-10-10,Flipkart,F6879,Clothes,Tamil Nadu,2872,4
2023-10-10,Flipkart,F4541,Electronics,Kerala,1425,3
2023-10-10,Flipkart,F3812,Electronics,Punjab,2510,5
2023-10-10,Flipkart,F4986,Home Decor,Jharkhand,4780,5
2023-10-10,Flipkart,F4340,Grocery,West Bengal,1650,2
2023-10-10,Flipkart,F2178,Grocery,Madhya Pradesh,277,1
2023-10-10,Flipkart,F2009,Accessories,Maharashtra,2548,4
2023-10-10,Flipkart,F9240,Clothes,Assam,242,2
2023-10-10,Flipkart,F5726,Accessories,Uttar Pradesh,910,2
2023-10-10,Flipkart,F2012,Clothes,Madhya Pradesh,4635,5
2023-10-10,Flipkart,F2054,Accessories,Rajasthan,620,1
2023-10-10,Flipkart,F6477,Electronics,Andhra Pradesh,852,2
2023-10-10,Flipkart,F1848,Electronics,Uttar Pradesh,251,1
2023-10-10,Flipkart,F1378,Grocery,Rajasthan,1467,3
2023-10-10,Flipkart,F7062,Grocery,Uttarakhand,2985,3
2023-10-10,Flipkart,F4664,Accessories,Andhra Pradesh,917,1
2023-10-10,Flipkart,F3814,Electronics,Gujarat,1544,4
2023-10-11,Flipkart,F2234,Home Decor,Maharashtra,224,2
2023-10-11,Flipkart,F5755,Accessories,Uttar Pradesh,3840,4
2023-10-11,Flipkart,F4457,Electronics,Gujarat,725,1
2023-10-11,Flipkart,F5394,Clothes,Karnataka,492,3
2023-10-11,Flipkart,F9888,Electronics,Uttarakhand,1102,2
2023-10-11,Flipkart,F7714,Accessories,Haryana,1446,2
2023-10-11,Flipkart,F1927,Grocery,Uttarakhand,175,1
2023-10-11,Flipkart,F2618,Clothes,Uttar Pradesh,3832,4
2023-10-11,Flipkart,F9700,Electronics,Karnataka,3000,4
2023-10-11,Flipkart,F6150,Home Decor,Uttarakhand,951,1
2023-10-11,Flipkart,F8419,Grocery,Rajasthan,785,5
2023-10-11,Flipkart,F2355,Clothes,Madhya Pradesh,980,2
2023-10-11,Flipkart,F9095,Home Decor,Uttarakhand,1178,2
2023-10-11,Flipkart,F1983,Accessories,Uttarakhand,655,5
2023-10-11,Flipkart,F3004,Electronics,Andhra Pradesh,1200,4
2023-10-11,Flipkart,F7501,Electronics,West Bengal,2396,4
2023-10-11,Flipkart,F8812,Clothes,Maharashtra,277,1
2023-10-11,Flipkart,F5296,Grocery,Telangana,2650,5
2023-10-11,Flipkart,F7563,Clothes,Karnataka,1692,2
2023-10-11,Flipkart,F1497,Clothes,Uttarakhand,2456,4
2023-10-11,Flipkart,F9155,Home Decor,Uttar Pradesh,2889,3
2023-10-11,Flipkart,F4560,Home Decor,Rajasthan,426,2
2023-10-11,Flipkart,F2428,Grocery,Madhya Pradesh,2972,4
2023-10-11,Flipkart,F6442,Home Decor,Assam,2412,4
2023-10-11,Flipkart,F9828,Grocery,Madhya Pradesh,961,1
2023-10-11,Flipkart,F5437,Clothes,Bihar,429,1
2023-10-11,Flipkart,F8777,Home Decor,Gujarat,4500,5
2023-10-11,Flipkart,F1324,Accessories,Tamil Nadu,644,2
2023-10-11,Flipkart,F5282,Home Decor,Maharashtra,2830,5
2023-10-11,Flipkart,F5040,Home Decor,Jharkhand,879,3
2023-10-11,Flipkart,F1616,Grocery,Andhra Pradesh,784,2
2023-10-11,Flipkart,F6897,Accessories,Delhi,627,3
2023-10-11,Flipkart,F2438,Electronics,Assam,2658,3
2023-10-11,Flipkart,F7692,Home Decor,Jharkhand,3012,4
2023-10-11,Flipkart,F9807,Electronics,Kerala,3244,4
2023-10-11,Flipkart,F3565,Accessories,Uttarakhand,680,2
2023-10-11,Flipkart,F6788,Accessories,Gujarat,590,5
2023-10-11,Flipkart,F8744,Clothes,Karnataka,368,1
2023-10-11,Flipkart,F2345,Clothes,Uttarakhand,1248,4
2023-10-11,Flipkart,F6488,Grocery,Chhattisgarh,1107,3
2023-10-12,Flipkart,F3362,Clothes,Odisha,2385,5
2023-10-12,Flipkart,F1047,Home Decor,Punjab,2928,3
2023-10-12,Flipkart,F1801,Home Decor,Odisha,960,2
2023-10-12,Flipkart,F1842,Accessories,Gujarat,1392,2
2023-10-12,Flipkart,F6354,Electronics,Maharashtra,1065,3
2023-10-12,Flipkart,F7855,Home Decor,Odisha,2148,4
2023-10-12,Flipkart,F4194,Clothes,Odisha,3855,5
2023-10-12,Flipkart,F6110,Home Decor,Odisha,786,2
2023-10-12,Flipkart,F3925,Grocery,Jharkhand,722,2
2023-10-12,Flipkart,F9059,Home Decor,Karnataka,996,2
2023-10-12,Flipkart,F8427,Electronics,Rajasthan,3310,5
2023-10-12,Flipkart,F8339,Clothes,Uttar Pradesh,815,1
2023-10-12,Flipkart,F3494,Grocery,Rajasthan,725,5
2023-10-12,Flipkart,F9598,Accessories,Assam,855,1
2023-10-12,Flipkart,F6410,Accessories,Odisha,486,2
2023-10-12,Flipkart,F3347,Clothes,Odisha,1112,4
2023-10-12,Flipkart,F7659,Electronics,Jharkhand,934,2
2023-10-12,Flipkart,F3094,Clothes,Andhra Pradesh,688,1
2023-10-12,Flipkart,F6612,Accessories,Haryana,1692,4
2023-10-12,Flipkart,F2909,Accessories,Maharashtra,183,1
2023-10-12,Flipkart,F4395,Accessories,Odisha,921,3
2023-10-12,Flipkart,F7828,Clothes,Chhattisgarh,154,1
2023-10-12,Flipkart,F9607,Clothes,Assam,924,2
2023-10-12,Flipkart,F3557,Accessories,Jharkhand,330,1
2023-10-12,Flipkart,F6762,Grocery,Bihar,4975,5
2023-10-13,Flipkart,F8032,Home Decor,Delhi,1416,3
2023-10-13,Flipkart,F3590,Grocery,Assam,2463,3
2023-10-13,Flipkart,F7234,Accessories,Odisha,720,1
2023-10-13,Flipkart,F2782,Clothes,Uttar Pradesh,844,1
2023-10-13,Flipkart,F1863,Accessories,Andhra Pradesh,858,3
2023-10-13,Flipkart,F5217,Grocery,Madhya Pradesh,1584,3
2023-10-13,Flipkart,F9944,Home Decor,Kerala,1834,2
2023-10-13,Flipkart,F4196,Grocery,Delhi,3715,5
2023-10-13,Flipkart,F7406,Grocery,Jharkhand,1185,5
2023-10-13,Flipkart,F8533,Grocery,Kerala,2415,5
2023-10-13,Flipkart,F9141,Clothes,Kerala,334,2
2023-10-13,Flipkart,F7650,Accessories,Haryana,1678,2
2023-10-13,Flipkart,F5559,Home Decor,Uttar Pradesh,433,1
2023-10-13,Flipkart,F5619,Accessories,Kerala,686,2
2023-10-13,Flipkart,F2860,Clothes,Madhya Pradesh,1812,2
2023-10-13,Flipkart,F3509,Home Decor,West Bengal,2068,4
2023-10-13,Flipkart,F7644,Accessories,Maharashtra,918,1
2023-10-13,Flipkart,F4740,Clothes,Assam,2495,5
2023-10-13,Flipkart,F2452,Clothes,Delhi,1798,2
2023-10-13,Flipkart,F3420,Clothes,Andhra Pradesh,1995,3
2023-10-13,Flipkart,F5721,Home Decor,Jharkhand,402,3
2023-10-13,Flipkart,F4617,Accessories,Maharashtra,2680,5
2023-10-13,Flipkart,F9954,Clothes,Uttarakhand,1844,2
2023-10-13,Flipkart,F7621,Accessories,Uttar Pradesh,942,1
2023-10-13,Flipkart,F6679,Electronics,Kerala,1113,3
2023-10-13,Flipkart,F4130,Clothes,Uttar Pradesh,1701,3
2023-10-13,Flipkart,F6006,Grocery,Jharkhand,744,4
2023-10-13,Flipkart,F1342,Clothes,Tamil Nadu,254,1
