date,platform,product_id,category,state,sales,quantity
2023-10-02,Amazon,A2935,Accessories,Telangana,1432,2
2023-10-03,Amazon,A2377,Grocery,Uttarakhand,2200,5
2023-10-03,Amazon,A4342,Grocery,Kerala,1168,2
2023-10-03,Amazon,A9042,Clothes,Haryana,2600,5
2023-10-03,Amazon,A4580,Electronics,Odisha,1028,2
2023-10-03,Amazon,A7054,Electronics,Rajasthan,522,3
2023-10-03,Amazon,A9670,Accessories,Maharashtra,1490,5
2023-10-03,Amazon,A7993,Grocery,Uttar Pradesh,987,3
2023-10-03,Amazon,A6355,Grocery,West Bengal,2247,3
2023-10-03,Amazon,A7382,Clothes,Jharkhand,1532,2
2023-10-03,Amazon,A7222,Accessories,Telangana,3225,5
2023-10-03,Amazon,A1522,Clothes,Chhattisgarh,1884,4
2023-10-03,Amazon,A7699,Home Decor,Rajasthan,3412,4
2023-10-03,Amazon,A7960,Clothes,Uttar Pradesh,1899,3
2023-10-03,Amazon,A8658,Electronics,Uttar Pradesh,4185,5
2023-10-03,Amazon,A5440,Electronics,Telangana,2710,5
2023-10-03,Amazon,A2439,Clothes,Uttar Pradesh,3880,4
2023-10-03,Amazon,A2125,Electronics,Delhi,3252,4
2023-10-03,Amazon,A9977,Accessories,Uttarakhand,327,1
2023-10-03,Amazon,A8777,Electronics,Rajasthan,2976,4
2023-10-03,Amazon,A1299,Grocery,Punjab,1514,2
2023-10-03,Amazon,A6110,Home Decor,Uttarakhand,1479,3
2023-10-03,Amazon,A4397,Clothes,Karnataka,2212,4
2023-10-03,Amazon,A6370,Accessories,Haryana,1520,5
2023-10-03,Amazon,A5029,Clothes,Bihar,2870,5
2023-10-03,Amazon,A9715,Clothes,Uttarakhand,688,2
2023-10-03,Amazon,A4298,Home Decor,Jharkhand,1064,4
2023-10-03,Amazon,A7237,Clothes,Rajasthan,403,1
2023-10-03,Amazon,A3589,Electronics,Jharkhand,2676,4
2023-10-03,Amazon,A1989,Home Decor,Punjab,1635,5
2023-10-03,Amazon,A7474,Home Decor,Haryana,118,1
2023-10-03,Amazon,A6840,Clothes,Uttar Pradesh,339,3
2023-10-03,Amazon,A9607,Electronics,Chhattisgarh,910,1
2023-10-03,Amazon,A8553,Home Decor,Rajasthan,1888,4
2023-10-03,Amazon,A9919,Grocery,Uttarakhand,1994,2
2023-10-03,Amazon,A1115,Home Decor,Rajasthan,1015,5
2023-10-03,Amazon,A8471,Clothes,Odisha,3556,4
2023-10-03,Amazon,A6140,Clothes,Maharashtra,3855,5
2023-10-04,Amazon,A7349,Grocery,Rajasthan,792,1
2023-10-04,Amazon,A5066,Accessories,Jharkhand,870,1
2023-10-04,Amazon,A1531,Accessories,West Bengal,1280,4
2023-10-04,Amazon,A3155,Accessories,Karnataka,2874,3
2023-10-04,Amazon,A9131,Home Decor,Uttar Pradesh,648,2
2023-10-04,Amazon,A1048,Clothes,Punjab,3396,4
2023-10-04,Amazon,A7127,Accessories,Jharkhand,2348,4
2023-10-04,Amazon,A3949,Home Decor,Gujarat,1370,2
2023-10-04,Amazon,A3331,Home Decor,Maharashtra,1680,5
2023-10-04,Amazon,A6760,Accessories,Odisha,1574,2
2023-10-04,Amazon,A8898,Electronics,Haryana,400,2
2023-10-04,Amazon,A6180,Electronics,Haryana,828,2
2023-10-04,Amazon,A1326,Grocery,Punjab,1864,2
2023-10-04,Amazon,A9796,Accessories,Uttar Pradesh,3140,4
2023-10-04,Amazon,A1983,Home Decor,Bihar,374,1
2023-10-04,Amazon,A4778,Grocery,Chhattisgarh,2130,5
2023-10-04,Amazon,A9620,Home Decor,Andhra Pradesh,4260,5
2023-10-04,Amazon,A8470,Electronics,Bihar,792,3
2023-10-04,Amazon,A3689,Accessories,Karnataka,3515,5
2023-10-04,Amazon,A3698,Home Decor,Karnataka,2160,3
2023-10-04,Amazon,A2497,Home Decor,Maharashtra,414,1
2023-10-04,Amazon,A8357,Grocery,Telangana,1722,2
2023-10-04,Amazon,A6154,Electronics,West Bengal,640,2
2023-10-04,Amazon,A3563,Accessories,Madhya Pradesh,380,1
2023-10-04,Amazon,A3149,Clothes,Telangana,3815,5
2023-10-04,Amazon,A1845,Grocery,Bihar,952,1
2023-10-04,Amazon,A4376,Electronics,Chhattisgarh,2550,3
2023-10-04,Amazon,A9967,Electronics,West Bengal,1677,3
2023-10-04,Amazon,A4221,Grocery,Madhya Pradesh,562,1
2023-10-04,Amazon,A1001,Accessories,Madhya Pradesh,1354,2
2023-10-04,Amazon,A5966,Grocery,Punjab,3988,4
2023-10-04,Amazon,A3005,Clothes,Kerala,1535,5
2023-10-04,Amazon,A5177,Grocery,Karnataka,591,3
2023-10-04,Amazon,A5351,Grocery,Kerala,1182,2
2023-10-04,Amazon,A6650,Home Decor,Gujarat,2895,5
2023-10-04,Amazon,A3060,Clothes,West Bengal,1812,4
2023-10-04,Amazon,A1227,Accessories,Odisha,915,5
2023-10-04,Amazon,A1220,Grocery,Maharashtra,2925,5
2023-10-04,Amazon,A6511,Grocery,Gujarat,555,5
2023-10-04,Amazon,A6220,Accessories,Odisha,1185,3
2023-10-05,Amazon,A9724,Clothes,Bihar,692,1
2023-10-05,Amazon,A7633,Grocery,West Bengal,3080,5
2023-10-05,Amazon,A4709,Accessories,Punjab,1806,3
2023-10-05,Amazon,A1847,Grocery,Uttar Pradesh,840,2
2023-10-05,Amazon,A8511,Home Decor,Chhattisgarh,4065,5
2023-10-05,Amazon,A3504,Clothes,Jharkhand,2394,3
2023-10-05,Amazon,A6326,Grocery,Kerala,2210,5
2023-10-05,Amazon,A4238,Accessories,Karnataka,1287,3
2023-10-05,Amazon,A6559,Clothes,Rajasthan,819,3
2023-10-05,Amazon,A2273,Grocery,Haryana,4205,5
2023-10-05,Amazon,A2681,Home Decor,Chhattisgarh,3665,5
2023-10-05,Amazon,A8066,Home Decor,Madhya Pradesh,2715,5
2023-10-05,Amazon,A8589,Electronics,Jharkhand,1896,3
2023-10-05,Amazon,A3180,Grocery,Andhra Pradesh,1655,5
2023-10-05,Amazon,A3971,Clothes,Assam,1173,3
2023-10-05,Amazon,A4052,Clothes,Uttar Pradesh,2301,3
2023-10-05,Amazon,A9858,Accessories,Chhattisgarh,1574,2
2023-10-05,Amazon,A4631,Clothes,Bihar,932,1
2023-10-05,Amazon,A3136,Accessories,Uttar Pradesh,355,1
2023-10-05,Amazon,A9833,Home Decor,Uttarakhand,515,5
2023-10-05,Amazon,A7203,Grocery,Rajasthan,247,1
2023-10-05,Amazon,A8236,Clothes,Haryana,1257,3
2023-10-05,Amazon,A1550,Home Decor,Andhra Pradesh,302,2
2023-10-05,Amazon,A6577,Clothes,Kerala,1858,2
2023-10-05,Amazon,A5664,Accessories,Gujarat,1714,2
2023-10-05,Amazon,A3172,Grocery,Haryana,1365,3
2023-10-05,Amazon,A4665,Grocery,Bihar,908,4
2023-10-05,Amazon,A4870,Home Decor,Madhya Pradesh,3004,4
2023-10-05,Amazon,A6146,Electronics,Rajasthan,2505,5
2023-10-05,Amazon,A1018,Clothes,Haryana,1506,3
2023-10-06,Amazon,A9815,Accessories,Haryana,1899,3
2023-10-06,Amazon,A2926,Clothes,Gujarat,4950,5
2023-10-06,Amazon,A7984,Grocery,Delhi,262,1
2023-10-06,Amazon,A6962,Grocery,Kerala,969,3
2023-10-06,Amazon,A3810,Clothes,Chhattisgarh,437,1
2023-10-06,Amazon,A6312,Accessories,Maharashtra,2847,3
2023-10-06,Amazon,A8621,Electronics,Bihar,2324,4
2023-10-06,Amazon,A4373,Grocery,Kerala,634,1
2023-10-06,Amazon,A3105,Accessories,Assam,460,4
2023-10-06,Amazon,A4097,Grocery,Maharashtra,2994,3
2023-10-06,Amazon,A3315,Home Decor,Chhattisgarh,1251,3
2023-10-06,Amazon,A8718,Grocery,Punjab,2940,3
2023-10-06,Amazon,A3510,Electronics,Punjab,4405,5
2023-10-06,Amazon,A5932,Accessories,Jharkhand,2664,4
2023-10-06,Amazon,A7188,Electronics,Assam,1274,2
2023-10-06,Amazon,A8185,Electronics,Chhattisgarh,592,1
2023-10-06,Amazon,A4137,Accessories,Chhattisgarh,714,3
2023-10-06,Amazon,A1922,Clothes,Jharkhand,1262,2
2023-10-06,Amazon,A3179,Electronics,Maharashtra,364,1
2023-10-06,Amazon,A1070,Home Decor,Andhra Pradesh,3045,5
2023-10-06,Amazon,A7863,Electronics,Bihar,869,1
2023-10-06,Amazon,A3151,Grocery,Assam,2568,4
2023-10-06,Amazon,A6136,Electronics,Maharashtra,905,1
2023-10-06,Amazon,A9000,Grocery,Telangana,768,2
2023-10-06,Amazon,A7248,Home Decor,Delhi,1276,2
2023-10-06,Amazon,A5753,Home Decor,Gujarat,3360,4
2023-10-06,Amazon,A6920,Grocery,Andhra Pradesh,1930,2
2023-10-06,Amazon,A6476,Home Decor,Telangana,662,1
2023-10-06,Amazon,A1160,Electronics,Chhattisgarh,2080,5
2023-10-06,Amazon,A5936,Grocery,Rajasthan,1620,4
2023-10-06,Amazon,A7428,Electronics,Maharashtra,3688,4
2023-10-06,Amazon,A4944,Grocery,Assam,3095,5
2023-10-06,Amazon,A1948,Home Decor,Assam,864,2
2023-10-06,Amazon,A8781,Clothes,Punjab,829,1
2023-10-06,Amazon,A1136,Electronics,Chhattisgarh,690,2
2023-10-06,Amazon,A2584,Accessories,Haryana,542,1
2023-10-06,Amazon,A5570,Clothes,Gujarat,2424,4
2023-10-07,Amazon,A7325,Grocery,Rajasthan,169,1
2023-10-07,Amazon,A6093,Home Decor,Delhi,489,3
2023-10-07,Amazon,A9767,Electronics,West Bengal,1315,5
2023-10-07,Amazon,A3526,Clothes,Madhya Pradesh,542,2
2023-10-07,Amazon,A1509,Accessories,Odisha,472,1
2023-10-07,Amazon,A9749,Electronics,Gujarat,1996,2
2023-10-07,Amazon,A4466,Grocery,Odisha,326,1
2023-10-07,Amazon,A4747,Grocery,Delhi,1585,5
2023-10-07,Amazon,A5222,Accessories,Madhya Pradesh,1718,2
2023-10-07,Amazon,A7866,Accessories,Rajasthan,910,1
2023-10-07,Amazon,A9351,Home Decor,Punjab,3020,4
2023-10-07,Amazon,A8409,Clothes,Andhra Pradesh,1042,2
2023-10-07,Amazon,A6532,Home Decor,Uttarakhand,194,1
2023-10-07,Amazon,A8780,Electronics,Madhya Pradesh,668,4
2023-10-07,Amazon,A4125,Electronics,Tamil Nadu,2960,5
2023-10-07,Amazon,A2959,Home Decor,Assam,2586,3
2023-10-07,Amazon,A8114,Home Decor,Gujarat,4225,5
2023-10-07,Amazon,A5315,Grocery,Andhra Pradesh,2292,3
2023-10-07,Amazon,A2818,Clothes,Rajasthan,530,5
2023-10-07,Amazon,A4860,Electronics,Delhi,450,1
2023-10-07,Amazon,A9460,Home Decor,Delhi,2584,4
2023-10-07,Amazon,A9355,Electronics,Assam,3288,4
2023-10-07,Amazon,A1531,Electronics,West Bengal,882,2
2023-10-07,Amazon,A6180,Grocery,West Bengal,1752,4
2023-10-07,Amazon,A3463,Grocery,Karnataka,4405,5
2023-10-07,Amazon,A8185,Home Decor,Rajasthan,3788,4
2023-10-07,Amazon,A8921,Grocery,Tamil Nadu,530,1
2023-10-07,Amazon,A9077,Home Decor,Chhattisgarh,939,1
2023-10-07,Amazon,A9012,Electronics,Haryana,486,3
2023-10-07,Amazon,A8044,Electronics,Jharkhand,1285,5
2023-10-07,Amazon,A9931,Home Decor,Kerala,1908,2
2023-10-08,Amazon,A4258,Accessories,Uttar Pradesh,515,1
2023-10-08,Amazon,A4302,Grocery,West Bengal,2380,4
2023-10-08,Amazon,A9354,Grocery,Punjab,3364,4
2023-10-08,Amazon,A1354,Grocery,Delhi,4115,5
2023-10-08,Amazon,A2786,Clothes,Assam,837,1
2023-10-08,Amazon,A4791,Grocery,Gujarat,2784,3
2023-10-08,Amazon,A7103,Grocery,Andhra Pradesh,3545,5
2023-10-08,Amazon,A9375,Grocery,Madhya Pradesh,1945,5
2023-10-08,Amazon,A8902,Accessories,Bihar,2694,3
2023-10-08,Amazon,A7481,Clothes,Delhi,1500,2
2023-10-08,Amazon,A7772,Clothes,Uttarakhand,1728,3
2023-10-08,Amazon,A6289,Clothes,Punjab,1756,2
2023-10-08,Amazon,A8651,Grocery,Maharashtra,1358,2
2023-10-08,Amazon,A6802,Grocery,Tamil Nadu,3916,4
2023-10-08,Amazon,A7021,Home Decor,Jharkhand,1095,3
2023-10-08,Amazon,A1022,Grocery,Assam,3568,4
2023-10-08,Amazon,A9466,Clothes,Jharkhand,3028,4
2023-10-08,Amazon,A8934,Clothes,Delhi,1696,2
2023-10-08,Amazon,A1581,Grocery,West Bengal,1526,2
2023-10-08,Amazon,A2582,Clothes,Andhra Pradesh,624,3
2023-10-08,Amazon,A6427,Home Decor,Jharkhand,849,1
2023-10-08,Amazon,A1057,Clothes,Karnataka,3215,5
2023-10-08,Amazon,A3357,Grocery,Gujarat,2580,4
2023-10-08,Amazon,A2426,Clothes,West Bengal,741,1
2023-10-08,Amazon,A5745,Accessories,West Bengal,2690,5
2023-10-08,Amazon,A5273,Clothes,Tamil Nadu,444,4
2023-10-08,Amazon,A8389,Accessories,Assam,362,2
2023-10-08,Amazon,A8574,Clothes,Gujarat,1288,4
2023-10-08,Amazon,A9116,Grocery,Punjab,1842,3
2023-10-08,Amazon,A5917,Accessories,Assam,2545,5
2023-10-08,Amazon,A7289,Electronics,Maharashtra,1376,4
2023-10-08,Amazon,A4188,Grocery,Odisha,1548,3
2023-10-08,Amazon,A4080,Clothes,Tamil Nadu,872,1
2023-10-08,Amazon,A5958,Accessories,Delhi,687,3
2023-10-08,Amazon,A4574,Accessories,Bihar,843,3
2023-10-08,Amazon,A8194,Grocery,Jharkhand,2037,3
2023-10-09,Amazon,A6911,Accessories,Andhra Pradesh,517,1
2023-10-09,Amazon,A6772,Grocery,Telangana,2905,5
2023-10-09,Amazon,A4641,Clothes,Bihar,579,1
2023-10-09,Amazon,A8897,Home Decor,Assam,2313,3
2023-10-09,Amazon,A4671,Accessories,Jharkhand,346,1
2023-10-09,Amazon,A4334,Home Decor,Madhya Pradesh,692,4
2023-10-09,Amazon,A9968,Grocery,Bihar,920,2
2023-10-09,Amazon,A1544,Electronics,Delhi,2112,4
2023-10-09,Amazon,A7585,Accessories,Uttarakhand,841,1
2023-10-09,Amazon,A5582,Accessories,Assam,830,1
2023-10-09,Amazon,A7940,Grocery,Madhya Pradesh,1385,5
2023-10-09,Amazon,A1992,Clothes,Kerala,3096,4
2023-10-09,Amazon,A2131,Clothes,Jharkhand,206,1
2023-10-09,Amazon,A7348,Electronics,Odisha,440,1
2023-10-09,Amazon,A3230,Grocery,Delhi,1144,2
2023-10-09,Amazon,A9789,Clothes,Odisha,3492,4
2023-10-09,Amazon,A3712,Clothes,West Bengal,4445,5
2023-10-09,Amazon,A9335,Clothes,Uttarakhand,2676,3
2023-10-09,Amazon,A7568,Accessories,Rajasthan,844,2
2023-10-09,Amazon,A9072,Home Decor,Bihar,4410,5
2023-10-09,Amazon,A6820,Electronics,Jharkhand,1064,4
2023-10-09,Amazon,A1324,Clothes,Odisha,426,3
2023-10-09,Amazon,A6222,Grocery,West Bengal,848,1
2023-10-09,Amazon,A9661,Clothes,Jharkhand,772,1
2023-10-09,Amazon,A6067,Grocery,Maharashtra,2325,5
2023-10-09,Amazon,A8906,Accessories,Bihar,2148,4
2023-10-09,Amazon,A4843,Grocery,Tamil Nadu,500,1
2023-10-09,Amazon,A3557,Home Decor,Maharashtra,2811,3
2023-10-10,Amazon,A9951,Accessories,Assam,2620,5
2023-10-10,Amazon,A5694,Electronics,Maharashtra,3865,5
2023-10-10,Amazon,A4460,Clothes,Punjab,1450,5
2023-10-10,Amazon,A8274,Electronics,Maharashtra,1388,4
2023-10-10,Amazon,A4316,Accessories,Uttar Pradesh,1740,3
2023-10-10,Amazon,A3562,Electronics,Punjab,4550,5
2023-10-10,Amazon,A4858,Grocery,West Bengal,1812,4
2023-10-10,Amazon,A6786,Clothes,Uttar Pradesh,2250,3
2023-10-10,Amazon,A6602,Electronics,Bihar,2210,5
2023-10-10,Amazon,A4291,Home Decor,Kerala,1612,2
2023-10-10,Amazon,A4180,Home Decor,Haryana,1965,3
2023-10-10,Amazon,A2373,Grocery,Assam,1356,3
2023-10-10,Amazon,A3768,Accessories,Chhattisgarh,1400,5
2023-10-10,Amazon,A2913,Clothes,Jharkhand,2835,5
2023-10-10,Amazon,A5699,Electronics,Maharashtra,2778,3
2023-10-10,Amazon,A5948,Electronics,West Bengal,465,1
2023-10-10,Amazon,A2057,Grocery,Odisha,596,2
2023-10-10,Amazon,A6284,Clothes,Andhra Pradesh,746,1
2023-10-10,Amazon,A5417,Clothes,Tamil Nadu,3870,5
2023-10-10,Amazon,A7584,Grocery,West Bengal,391,1
2023-10-10,Amazon,A8200,Electronics,Uttarakhand,1113,3
2023-10-10,Amazon,A7243,Electronics,Haryana,372,2
2023-10-10,Amazon,A5413,Home Decor,Haryana,885,5
2023-10-10,Amazon,A9462,Grocery,Rajasthan,3650,5
2023-10-10,Amazon,A9567,Grocery,Uttar Pradesh,446,2
2023-10-10,Amazon,A5633,Clothes,Andhra Pradesh,255,1
2023-10-10,Amazon,A1273,Electronics,Karnataka,1360,2
2023-10-10,Amazon,A9977,Accessories,Chhattisgarh,363,1
2023-10-11,Amazon,A9511,Grocery,Delhi,3605,5
2023-10-11,Amazon,A7076,Electronics,Punjab,1400,4
2023-10-11,Amazon,A7889,Home Decor,Delhi,3036,4
2023-10-11,Amazon,A7590,Accessories,Maharashtra,655,1
2023-10-11,Amazon,A5715,Clothes,Assam,720,4
2023-10-11,Amazon,A4913,Electronics,West Bengal,2084,4
2023-10-11,Amazon,A5443,Home Decor,Punjab,1570,2
2023-10-11,Amazon,A2205,Grocery,Assam,1599,3
2023-10-11,Amazon,A7808,Accessories,Gujarat,2804,4
2023-10-11,Amazon,A9585,Home Decor,Haryana,2877,3
2023-10-11,Amazon,A5017,Home Decor,Uttarakhand,3692,4
2023-10-11,Amazon,A4427,Electronics,Odisha,1432,4
2023-10-11,Amazon,A8510,Grocery,Bihar,404,2
2023-10-11,Amazon,A3363,Clothes,Uttar Pradesh,1960,5
2023-10-11,Amazon,A4326,Clothes,Delhi,4530,5
2023-10-11,Amazon,A3943,Electronics,Kerala,4875,5
2023-10-11,Amazon,A8991,Clothes,Uttarakhand,1464,4
2023-10-11,Amazon,A2448,Clothes,Jharkhand,1167,3
2023-10-11,Amazon,A8555,Grocery,Telangana,870,2
2023-10-11,Amazon,A2952,Grocery,Assam,2379,3
2023-10-11,Amazon,A2876,Home Decor,Rajasthan,542,2
2023-10-11,Amazon,A6026,Grocery,Haryana,1290,5
2023-10-11,Amazon,A5433,Clothes,Haryana,1468,4
2023-10-11,Amazon,A4650,Grocery,Karnataka,4905,5
2023-10-11,Amazon,A6008,Grocery,Jharkhand,536,1
2023-10-11,Amazon,A6186,Clothes,Gujarat,436,1
2023-10-11,Amazon,A9943,Grocery,Jharkhand,1532,4
2023-10-11,Amazon,A7482,Home Decor,Haryana,1887,3
2023-10-11,Amazon,A5395,Clothes,Gujarat,908,1
2023-10-11,Amazon,A7734,Clothes,Assam,1820,5
2023-10-12,Amazon,A1746,Electronics,Uttar Pradesh,1647,3
2023-10-12,Amazon,A5445,Clothes,Rajasthan,336,1
2023-10-12,Amazon,A7331,Clothes,Assam,1460,5
2023-10-12,Amazon,A2473,Clothes,Madhya Pradesh,2600,4
2023-10-12,Amazon,A4279,Clothes,Haryana,2124,3
2023-10-12,Amazon,A6460,Home Decor,Delhi,1356,3
2023-10-12,Amazon,A2748,Accessories,Jharkhand,1104,2
2023-10-12,Amazon,A9595,Clothes,Odisha,996,1
2023-10-12,Amazon,A5994,Electronics,Tamil Nadu,1856,4
2023-10-12,Amazon,A9567,Accessories,Odisha,824,2
2023-10-12,Amazon,A3247,Grocery,Haryana,1158,2
2023-10-12,Amazon,A4666,Home Decor,Assam,688,2
2023-10-12,Amazon,A1348,Electronics,Telangana,747,3
2023-10-12,Amazon,A6495,Grocery,Haryana,894,1
2023-10-12,Amazon,A2386,Clothes,Madhya Pradesh,4995,5
2023-10-12,Amazon,A7327,Home Decor,Karnataka,1258,2
2023-10-12,Amazon,A2120,Clothes,Gujarat,574,2
2023-10-12,Amazon,A3794,Clothes,Madhya Pradesh,2312,4
2023-10-12,Amazon,A5986,Electronics,Assam,366,3
2023-10-12,Amazon,A6233,Clothes,Punjab,183,1
2023-10-12,Amazon,A5019,Electronics,Karnataka,2310,3
2023-10-12,Amazon,A8183,Accessories,Andhra Pradesh,1758,2
2023-10-12,Amazon,A7271,Clothes,Madhya Pradesh,450,3
2023-10-13,Amazon,A8233,Accessories,Kerala,1830,2
2023-10-13,Amazon,A6828,Accessories,Madhya Pradesh,2424,3
2023-10-13,Amazon,A6016,Clothes,Odisha,3940,4
2023-10-13,Amazon,A9726,Electronics,Delhi,1024,2
2023-10-13,Amazon,A8315,Home Decor,Bihar,2565,3
2023-10-13,Amazon,A9833,Electronics,Bihar,2667,3
2023-10-13,Amazon,A1258,Home Decor,Madhya Pradesh,1854,2
2023-10-13,Amazon,A1545,Accessories,Karnataka,933,1
2023-10-13,Amazon,A3401,Electronics,Chhattisgarh,3270,5
2023-10-13,Amazon,A4275,Electronics,Bihar,640,5
2023-10-13,Amazon,A6796,Clothes,Madhya Pradesh,315,1
2023-10-13,Amazon,A6921,Clothes,Rajasthan,952,4
2023-10-13,Amazon,A5998,Electronics,Maharashtra,1590,3
2023-10-13,Amazon,A5948,Electronics,Punjab,451,1
2023-10-13,Amazon,A7004,Clothes,Assam,1416,3
2023-10-13,Amazon,A4272,Clothes,Haryana,3044,4
2023-10-13,Amazon,A3513,Electronics,Rajasthan,622,1
2023-10-13,Amazon,A9187,Accessories,Haryana,1145,5
2023-10-13,Amazon,A9612,Accessories,Jharkhand,101,1
2023-10-13,Amazon,A9475,Accessories,Delhi,2211,3
2023-10-13,Amazon,A6421,Electronics,Kerala,3750,5
2023-10-13,Amazon,A8772,Electronics,Chhattisgarh,2187,3
2023-10-13,Amazon,A6833,Accessories,Punjab,1826,2
2023-10-13,Amazon,A5871,Clothes,Karnataka,2440,5
2023-10-13,Amazon,A1455,Grocery,Assam,1629,3
2023-10-13,Amazon,A5432,Electronics,Delhi,159,1
2023-10-13,Amazon,A7382,Electronics,Punjab,408,4
2023-10-13,Amazon,A1398,Electronics,Andhra Pradesh,684,3
2023-10-13,Amazon,A5186,Electronics,Punjab,3364,4
2023-10-13,Amazon,A3533,Accessories,Gujarat,1810,5
2023-10-13,Amazon,A1736,Grocery,Tamil Nadu,2442,3
2023-10-13,Amazon,A2122,Grocery,Karnataka,4395,5
2023-10-13,Amazon,A8413,Clothes,Tamil Nadu,1023,3
2023-10-13,Amazon,A9433,Accessories,Odisha,752,1
2023-10-14,Amazon,A4930,Electronics,Uttarakhand,2860,4
2023-10-14,Amazon,A8798,Accessories,Rajasthan,1978,2
2023-10-14,Amazon,A5088,Home Decor,Uttar Pradesh,1185,3
2023-10-14,Amazon,A6357,Grocery,Maharashtra,2000,4
2023-10-14,Amazon,A8239,Accessories,Assam,984,2
2023-10-14,Amazon,A3428,Clothes,Odisha,2592,4
2023-10-14,Amazon,A5234,Home Decor,Punjab,2544,4
2023-10-14,Amazon,A6731,Electronics,Punjab,917,1
2023-10-14,Amazon,A2510,Electronics,Jharkhand,1900,5
2023-10-14,Amazon,A9635,Home Decor,Telangana,1332,4
2023-10-14,Amazon,A5575,Grocery,Odisha,1395,3
2023-10-14,Amazon,A5755,Clothes,Jharkhand,872,4
2023-10-14,Amazon,A3041,Accessories,Uttarakhand,3172,4
2023-10-14,Amazon,A5480,Grocery,Rajasthan,1910,2
2023-10-14,Amazon,A6627,Home Decor,Madhya Pradesh,4215,5
2023-10-14,Amazon,A1551,Home Decor,Chhattisgarh,240,1
2023-10-14,Amazon,A6689,Grocery,Uttar Pradesh,1389,3
2023-10-14,Amazon,A5348,Grocery,West Bengal,2745,3
2023-10-14,Amazon,A9000,Accessories,Maharashtra,1498,2
2023-10-14,Amazon,A4196,Grocery,Chhattisgarh,1784,2
2023-10-14,Amazon,A6934,Grocery,Chhattisgarh,1888,2
2023-10-14,Amazon,A2022,Accessories,Haryana,2310,5
2023-10-14,Amazon,A8347,Electronics,Madhya Pradesh,2394,3
2023-10-15,Amazon,A4693,Accessories,Assam,993,3
2023-10-15,Amazon,A7337,Electronics,Uttarakhand,3650,5
2023-10-15,Amazon,A9952,Accessories,Madhya Pradesh,2935,5
2023-10-15,Amazon,A3637,Grocery,Karnataka,1468,4
2023-10-15,Amazon,A6555,Home Decor,Tamil Nadu,347,1
2023-10-15,Amazon,A8374,Grocery,Madhya Pradesh,1172,4
2023-10-15,Amazon,A6028,Grocery,Karnataka,2732,4
2023-10-15,Amazon,A2704,Accessories,Uttar Pradesh,2256,3
2023-10-15,Amazon,A9282,Grocery,Tamil Nadu,342,2
2023-10-15,Amazon,A8070,Accessories,Haryana,1521,3
